product_id,excipient,excipient_id
306,SILICONISED ALUMINISED COLOUR-COATED POLYESTER FILM,207
306,ALPHA-TOCOPHEROL,36
306,TRANSPARENT FLUOROPOLYMER COATED POLYESTER FILM,208
306,POVIDONE,18
306,SODIUM METABISULFITE (E223),140
306,ASCORBYL PALMITATE,209
307,METHACRYLIC ACID AND ETHYL ACRYLATE CO-POLYMERS,50
307,POLYSORBATE,16
307,MICROCRYSTALLINE CELLULOSE,10
307,SIMETHICONE,141
307,LACTOSE MONOHYDRATE,3
307,MAGNESIUM STEARATE,5
307,GLYCEROL TRIACETATE,8
307,"SILICON DIOXIDE, ANHYDROUS",13
307,SODIUM LAURIL SULFATE,28
307,TALC,12
308,LACTOSE MONOHYDRATE,3
309,TITANIUM DIOXIDE,1
309,SHELLAC,23
309,HYPROMELLOSE,4
309,PRINTING INK,25
309,AMMONIUM HYDROXIDE,80
309,IRON OXIDE,9
309,PROPYLENE GLYCOL,27
309,SILICIFIED MICROCRYSTALLINE CELLULOSE,93
309,POTASSIUM HYDROXIDE,29
310,SODIUM CHLORIDE,46
310,HYDROCHLORIC ACID,60
310,SODIUM HYDROXIDE,56
310,LACTOSE MONOHYDRATE,3
311,WATER,22
311,SUCRALOSE,89
311,FLAVOUR,81
311,PROPYLENE GLYCOL,27
311,DISODIUM EDETATE,86
312,POLYOXYL 40 HYDROGENATED CASTOR OIL,184
312,MANNITOL,2
312,SODIUM CHLORIDE,46
312,SODIUM HYDROXIDE,56
312,WATER,22
312,POLYQUATERNIUM-1,185
312,BORIC ACID,58
312,HYDROCHLORIC ACID,60
312,PROPYLENE GLYCOL,27
313,MANNITOL,2
313,HYDROCHLORIC ACID,60
313,SODIUM HYDROXIDE,56
314,WATER,22
314,ETHANOL,95
314,POVIDONE,18
314,HYDROCHLORIC ACID,60
314,PROPYLENE GLYCOL,27
314,SODIUM CITRATE,64
315,MANNITOL,2
315,MAGNESIUM STEARATE,5
315,LOW SUBSTITUTED HYDROXYPROPYL CELLULOSE,88
315,HYDROXYPROPYLCELLULOSE,6
315,IRON OXIDE,9
315,CALCIUM CARBONATE,126
315,FUMARIC ACID,203
316,MANNITOL,2
316,MICROCRYSTALLINE CELLULOSE,10
316,MAGNESIUM STEARATE,5
316,SODIUM STEARYL FUMARATE,63
316,POVIDONE,18
316,SODIUM STARCH GLYCOLATE,7
316,"SILICON DIOXIDE, ANHYDROUS",13
317,TITANIUM DIOXIDE,1
317,MANNITOL,2
317,MICROCRYSTALLINE CELLULOSE,10
317,PROPYL GALLATE,62
317,HYPROMELLOSE,4
317,MAGNESIUM STEARATE,5
317,POLYETHYLENE GLYCOL,11
317,IRON OXIDE,9
317,CROSCARMELLOSE SODIUM,19
318,PREGELATINISED STARCH,45
318,TITANIUM DIOXIDE,1
318,GELATIN,21
318,POTASSIUM HYDROXIDE,29
318,SHELLAC,23
318,MAGNESIUM STEARATE,5
318,PRINTING INK,25
318,IRON OXIDE,9
318,PROPYLENE GLYCOL,27
318,"SILICON DIOXIDE, ANHYDROUS",13
318,INDIGO CARMINE,14
318,CROSPOVIDONE,35
319,MANNITOL,2
319,SODIUM STEARYL FUMARATE,63
319,CROSPOVIDONE,35
320,SODIUM CHLORIDE,46
320,CARBOMER,55
320,SODIUM HYDROXIDE,56
320,WATER,22
320,BORIC ACID,58
320,BENZALKONIUM CHLORIDE,59
320,HYDROCHLORIC ACID,60
320,PROPYLENE GLYCOL,27
320,GUAR,219
320,DISODIUM EDETATE,86
320,CARMELLOSE SODIUM,134
321,MAGNESIUM STEARATE,5
321,LACTOSE MONOHYDRATE,3
322,TITANIUM DIOXIDE,1
322,MICROCRYSTALLINE CELLULOSE,10
322,POLYVINYL ALCOHOL PART. HYDROLISED,61
322,LECITHIN,32
322,MAGNESIUM STEARATE,5
322,POLYETHYLENE GLYCOL,11
322,POVIDONE,18
322,TALC,12
322,IRON OXIDE,9
322,CROSCARMELLOSE SODIUM,19
323,SODIUM CITRATE,64
323,MANNITOL,2
323,WATER,22
324,SODIUM CITRATE,64
324,MANNITOL,2
324,WATER,22
325,TITANIUM DIOXIDE,1
325,MICROCRYSTALLINE CELLULOSE,10
325,LACTOSE MONOHYDRATE,3
325,HYPROMELLOSE,4
325,MAGNESIUM STEARATE,5
325,POLYETHYLENE GLYCOL,11
325,POVIDONE,18
325,INDIGO CARMINE,14
325,CROSCARMELLOSE SODIUM,19
326,MAGNESIUM STEARATE,5
326,LACTOSE MONOHYDRATE,3
327,TITANIUM DIOXIDE,1
327,MICROCRYSTALLINE CELLULOSE,10
327,LECITHIN,32
327,MAGNESIUM STEARATE,5
327,POLYETHYLENE GLYCOL,11
327,POLYVINYL ALCOHOL,33
327,POVIDONE,18
327,TALC,12
327,IRON OXIDE,9
327,CROSCARMELLOSE SODIUM,19
328,BUTYLHYDROXYTOLUENE,38
328,HYPROMELLOSE,4
328,MAGNESIUM STEARATE,5
328,POLYETHYLENE GLYCOL,11
328,HYDROXYPROPYLCELLULOSE,6
328,IRON OXIDE,9
329,PREGELATINISED STARCH,45
329,TITANIUM DIOXIDE,1
329,GELATIN,21
329,MICROCRYSTALLINE CELLULOSE,10
329,MAGNESIUM STEARATE,5
329,IRON OXIDE,9
329,"SILICON DIOXIDE, ANHYDROUS",13
329,CROSCARMELLOSE SODIUM,19
330,PREGELATINISED STARCH,45
330,MANNITOL,2
330,STEARIC ACID,85
330,TALC,12
330,"SILICON DIOXIDE, ANHYDROUS",13
330,MAIZE STARCH,15
331,MANNITOL,2
331,SULFURIC ACID,191
332,TITANIUM DIOXIDE,1
332,MICROCRYSTALLINE CELLULOSE,10
332,SHELLAC,23
332,PROPYLENE GLYCOL,27
332,HYPROMELLOSE,4
332,POTASSIUM ACETATE,220
332,STEARIC ACID,85
332,PRINTING INK,25
332,GELLAN GUM,221
332,IRON OXIDE,9
332,DISODIUM EDETATE,86
332,MAGNESIUM CITRATE,222
332,"SILICON DIOXIDE, ANHYDROUS",13
332,SODIUM LAURIL SULFATE,28
332,TALC,12
332,POTASSIUM HYDROXIDE,29
333,MICROCRYSTALLINE CELLULOSE,10
333,MAGNESIUM STEARATE,5
333,POVIDONE,18
333,SORBITOL,121
333,POLOXAMER,34
333,SODIUM STARCH GLYCOLATE,7
333,MEGLUMINE,72
334,TITANIUM DIOXIDE,1
334,MANNITOL,2
334,POLYSORBATE,16
334,MICROCRYSTALLINE CELLULOSE,10
334,HYPROMELLOSE,4
334,MAGNESIUM STEARATE,5
334,SUCROSE,17
334,HYDROGENATED VEGETABLE OIL,100
334,IRON OXIDE,9
334,GLYCEROL,20
334,CROSCARMELLOSE SODIUM,19
335,TITANIUM DIOXIDE,1
335,MICROCRYSTALLINE CELLULOSE,10
335,LACTOSE MONOHYDRATE,3
335,HYPROMELLOSE,4
335,MAGNESIUM STEARATE,5
335,POLYETHYLENE GLYCOL,11
335,GLYCEROL TRIACETATE,8
335,CROSCARMELLOSE SODIUM,19
336,TITANIUM DIOXIDE,1
336,SHELLAC,23
336,CELLULOSE ACETATE,223
336,MAGNESIUM STEARATE,5
336,HYPROMELLOSE,4
336,PRINTING INK,25
336,HYDROXYETHYLCELLULOSE,224
336,SORBITOL,121
336,HYDROXYPROPYLCELLULOSE,6
336,AMMONIUM HYDROXIDE,80
336,GLYCEROL TRIACETATE,8
336,IRON OXIDE,9
336,PROPYLENE GLYCOL,27
336,COPOVIDONE,97
337,XYLITOL,30
337,SODIUM BENZOATE,162
337,LACTIC ACID,197
337,WATER,22
337,SUCRALOSE,89
337,FLAVOUR,81
337,HYDROCHLORIC ACID,60
337,PROPYLENE GLYCOL,27
337,GLYCEROL,20
338,SODIUM CITRATE,64
338,MANNITOL,2
338,WATER,22
339,POLYOXYL 40 HYDROGENATED CASTOR OIL,184
339,MANNITOL,2
339,SODIUM CHLORIDE,46
339,SODIUM HYDROXIDE,56
339,WATER,22
339,POLYQUATERNIUM-1,185
339,BORIC ACID,58
339,HYDROCHLORIC ACID,60
339,PROPYLENE GLYCOL,27
340,SODIUM CHLORIDE,46
340,WATER,22
341,PREGELATINISED STARCH,45
341,TITANIUM DIOXIDE,1
341,MICROCRYSTALLINE CELLULOSE,10
341,LECITHIN,32
341,MAGNESIUM STEARATE,5
341,POLYETHYLENE GLYCOL,11
341,POLYVINYL ALCOHOL,33
341,POVIDONE,18
341,IRON OXIDE,9
341,TALC,12
342,TITANIUM DIOXIDE,1
342,MICROCRYSTALLINE CELLULOSE,10
342,LACTOSE MONOHYDRATE,3
342,HYPROMELLOSE,4
342,MAGNESIUM STEARATE,5
342,GLYCEROL TRIACETATE,8
342,IRON OXIDE,9
342,CROSCARMELLOSE SODIUM,19
343,PREGELATINISED STARCH,45
343,TITANIUM DIOXIDE,1
343,POLYDEXTROSE,225
343,HYPROMELLOSE,4
343,MAGNESIUM STEARATE,5
343,POLYETHYLENE GLYCOL,11
343,POVIDONE,18
343,"SILICON DIOXIDE, ANHYDROUS",13
343,SILICIFIED MICROCRYSTALLINE CELLULOSE,93
344,,0
345,GELATIN,21
345,LACTOSE MONOHYDRATE,3
346,PREGELATINISED STARCH,45
346,TITANIUM DIOXIDE,1
346,MANNITOL,2
346,GELATIN,21
346,MAGNESIUM STEARATE,5
346,SODIUM LAURIL SULFATE,28
347,SODIUM HYDROXIDE,56
347,WATER,22
347,BENZALKONIUM CHLORIDE,59
347,HYDROCHLORIC ACID,60
347,CITRIC ACID,87
347,DISODIUM EDETATE,86
347,CARMELLOSE SODIUM,134
348,MICROCRYSTALLINE CELLULOSE,10
348,MAGNESIUM STEARATE,5
348,POVIDONE,18
348,SORBITOL,121
348,POLOXAMER,34
348,SODIUM STARCH GLYCOLATE,7
348,MEGLUMINE,72
349,MANNITOL,2
350,TITANIUM DIOXIDE,1
350,MICROCRYSTALLINE CELLULOSE,10
350,LACTOSE,78
350,MAGNESIUM STEARATE,5
350,HYPROMELLOSE,4
350,POLYETHYLENE GLYCOL,11
350,IRON OXIDE,9
350,CROSCARMELLOSE SODIUM,19
351,GELATIN,21
351,LACTOSE MONOHYDRATE,3
352,GELATIN,21
352,LACTOSE MONOHYDRATE,3
353,MAGNESIUM STEARATE,5
353,LACTOSE MONOHYDRATE,3
354,TITANIUM DIOXIDE,1
354,MANNITOL,2
354,LACTOSE MONOHYDRATE,3
354,HYPROMELLOSE,4
354,MAGNESIUM STEARATE,5
354,OPADRY,96
354,POLYETHYLENE GLYCOL,11
354,GLYCEROL TRIACETATE,8
354,IRON OXIDE,9
354,"SILICON DIOXIDE, ANHYDROUS",13
354,SILICIFIED MICROCRYSTALLINE CELLULOSE,93
354,CROSCARMELLOSE SODIUM,19
355,MAGNESIUM STEARATE,5
355,LACTOSE MONOHYDRATE,3
356,MANNITOL,2
357,LACTOSE MONOHYDRATE,3
358,LACTOSE MONOHYDRATE,3
359,TITANIUM DIOXIDE,1
359,MANNITOL,2
359,GELATIN,21
359,SODIUM HYDROXIDE,56
359,SHELLAC,23
359,MAGNESIUM STEARATE,5
359,PRINTING INK,25
359,POVIDONE,18
359,IRON OXIDE,9
359,PROPYLENE GLYCOL,27
359,CROSCARMELLOSE SODIUM,19
359,POTASSIUM HYDROXIDE,29
360,MANNITOL,2
361,TITANIUM DIOXIDE,1
361,MANNITOL,2
361,HYDROGENATED CASTOR OIL,124
361,LOW SUBSTITUTED HYDROXYPROPYL CELLULOSE,88
361,POLYETHYLENE GLYCOL,11
361,POLYVINYL ALCOHOL,33
361,HYDROXYPROPYLCELLULOSE,6
361,TALC,12
362,MANNITOL,2
363,TITANIUM DIOXIDE,1
363,MICROCRYSTALLINE CELLULOSE,10
363,LACTOSE MONOHYDRATE,3
363,HYPROMELLOSE,4
363,MAGNESIUM STEARATE,5
363,TALC,12
363,IRON OXIDE,9
363,SODIUM LAURIL SULFATE,28
363,CROSCARMELLOSE SODIUM,19
364,TITANIUM DIOXIDE,1
364,MICROCRYSTALLINE CELLULOSE,10
364,POLYVINYL ALCOHOL PART. HYDROLISED,61
364,LACTOSE MONOHYDRATE,3
364,MAGNESIUM STEARATE,5
364,OPADRY,96
364,POLYETHYLENE GLYCOL,11
364,SODIUM STARCH GLYCOLATE,7
364,INDIGO CARMINE,14
364,TALC,12
365,HYDROCHLORIC ACID,60
365,POTASSIUM DIHYDROGEN PHOSPHATE,199
365,SODIUM HYDROXIDE,56
366,MANNITOL,2
366,MICROCRYSTALLINE CELLULOSE,10
366,MAGNESIUM STEARATE,5
366,CROSCARMELLOSE SODIUM,19
366,TALC,12
367,TITANIUM DIOXIDE,1
367,POLYVINYL ALCOHOL PART. HYDROLISED,61
367,MAGNESIUM STEARATE,5
367,POLYETHYLENE GLYCOL,11
367,POVIDONE,18
367,CALCIUM HYDROGEN PHOSPHATE,71
367,TALC,12
367,IRON OXIDE,9
367,CROSCARMELLOSE SODIUM,19
368,TITANIUM DIOXIDE,1
368,GELATIN,21
368,SHELLAC,23
368,MAGNESIUM STEARATE,5
368,POVIDONE,18
368,CALCIUM HYDROGEN PHOSPHATE,71
368,INDIGO CARMINE,14
368,CROSCARMELLOSE SODIUM,19
369,SODIUM CITRATE,64
369,MANNITOL,2
369,WATER,22
370,SODIUM CITRATE,64
370,MANNITOL,2
370,WATER,22
371,SODIUM CITRATE,64
371,MANNITOL,2
371,WATER,22
372,TITANIUM DIOXIDE,1
372,MANNITOL,2
372,MICROCRYSTALLINE CELLULOSE,10
372,POLYVINYL ALCOHOL PART. HYDROLISED,61
372,SHELLAC,23
372,MAGNESIUM STEARATE,5
372,POLYETHYLENE GLYCOL,11
372,CROSCARMELLOSE SODIUM,19
372,POVIDONE,18
372,IRON OXIDE,9
372,PROPYLENE GLYCOL,27
372,"SILICON DIOXIDE, ANHYDROUS",13
372,INDIGO CARMINE,14
372,TALC,12
373,SODIUM CITRATE,64
373,SODIUM CHLORIDE,46
373,CITRIC ACID,87
373,WATER,22
374,TITANIUM DIOXIDE,1
374,MICROCRYSTALLINE CELLULOSE,10
374,SODIUM STEARYL FUMARATE,63
374,POLYVINYL ALCOHOL,33
374,POVIDONE,18
374,POLYETHYLENE GLYCOL,11
374,IRON OXIDE,9
374,SODIUM LAURIL SULFATE,28
374,TALC,12
375,TITANIUM DIOXIDE,1
375,MICROCRYSTALLINE CELLULOSE,10
375,LACTOSE MONOHYDRATE,3
375,HYPROMELLOSE,4
375,MAGNESIUM STEARATE,5
375,POLYETHYLENE GLYCOL,11
375,CALCIUM HYDROGEN PHOSPHATE,71
375,SODIUM STARCH GLYCOLATE,7
375,GLYCEROL TRIACETATE,8
375,IRON OXIDE,9
376,SODIUM ACETATE TRIHYDRATE,47
376,ETHANOL,95
376,ACETIC ACID,48
376,WATER,22
377,TITANIUM DIOXIDE,1
377,GELATIN,21
377,SHELLAC,23
377,HYPROMELLOSE ACETATE SUCCINATE,164
377,HYPROMELLOSE,4
377,PRINTING INK,25
377,SUCROSE,17
377,POVIDONE,18
377,IRON OXIDE,9
377,PROPYLENE GLYCOL,27
377,SODIUM LAURIL SULFATE,28
377,INDIGO CARMINE,14
377,TALC,12
377,TRIETHYL CITRATE,53
378,TITANIUM DIOXIDE,1
378,MICROCRYSTALLINE CELLULOSE,10
378,LACTOSE MONOHYDRATE,3
378,MAGNESIUM STEARATE,5
378,POLYETHYLENE GLYCOL,11
378,POLYVINYL ALCOHOL,33
378,IRON OXIDE,9
378,"SILICON DIOXIDE, ANHYDROUS",13
378,TALC,12
378,CROSPOVIDONE,35
379,MICROCRYSTALLINE CELLULOSE,10
379,LACTOSE MONOHYDRATE,3
379,MAGNESIUM STEARATE,5
379,POVIDONE,18
379,"SILICON DIOXIDE, ANHYDROUS",13
379,MAIZE STARCH,15
380,MANNITOL,2
380,NITROGEN,226
382,DIMETHYLACETAMIDE,227
382,POLYETHYLENE GLYCOL,11
383,TITANIUM DIOXIDE,1
383,MICROCRYSTALLINE CELLULOSE,10
383,LACTOSE MONOHYDRATE,3
383,LACTOSE,78
383,MAGNESIUM STEARATE,5
383,HYPROMELLOSE,4
383,POVIDONE,18
383,POLOXAMER,34
383,GLYCEROL TRIACETATE,8
383,"SILICON DIOXIDE, ANHYDROUS",13
383,SODIUM LAURIL SULFATE,28
383,CROSCARMELLOSE SODIUM,19
384,TITANIUM DIOXIDE,1
384,GELATIN,21
384,LACTOSE MONOHYDRATE,3
384,SHELLAC,23
384,MAGNESIUM STEARATE,5
384,PRINTING INK,25
384,POLOXAMER,34
384,IRON OXIDE,9
384,PROPYLENE GLYCOL,27
384,"SILICON DIOXIDE, ANHYDROUS",13
384,SODIUM LAURIL SULFATE,28
384,CROSPOVIDONE,35
385,SODIUM CHLORIDE,46
385,SODIUM ASCORBATE,228
385,ETHANOL,95
385,WATER,22
386,TITANIUM DIOXIDE,1
386,GELATIN,21
386,LECITHIN,32
386,SHELLAC,23
386,MAGNESIUM STEARATE,5
386,PRINTING INK,25
386,AMMONIA,26
386,POVIDONE,18
386,POLOXAMER,34
386,IRON OXIDE,9
386,PROPYLENE GLYCOL,27
386,"SILICON DIOXIDE, ANHYDROUS",13
386,CROSCARMELLOSE SODIUM,19
386,POTASSIUM HYDROXIDE,29
387,PREGELATINISED STARCH,45
387,TITANIUM DIOXIDE,1
387,MICROCRYSTALLINE CELLULOSE,10
387,LACTOSE MONOHYDRATE,3
387,HYPROMELLOSE,4
387,MAGNESIUM STEARATE,5
387,POLYETHYLENE GLYCOL,11
387,SODIUM STARCH GLYCOLATE,7
387,"SILICON DIOXIDE, ANHYDROUS",13
387,SODIUM LAURIL SULFATE,28
387,ASCORBIC ACID,229
388,PREGELATINISED STARCH,45
388,TITANIUM DIOXIDE,1
388,LACTOSE MONOHYDRATE,3
388,HYPROMELLOSE,4
388,MAGNESIUM STEARATE,5
388,POVIDONE,18
388,GLYCEROL TRIACETATE,8
388,CROSCARMELLOSE SODIUM,19
389,BETADEX SULFOBUTYL ETHER SODIUM,137
390,TITANIUM DIOXIDE,1
390,XANTHAN GUM,84
390,SUCROSE,17
390,FLAVOUR,81
390,SODIUM BENZOATE,162
390,SODIUM CITRATE,64
390,"SILICON DIOXIDE, ANHYDROUS",13
390,CITRIC ACID,87
391,TITANIUM DIOXIDE,1
391,MANNITOL,2
391,MAGNESIUM STEARATE,5
391,POLYETHYLENE GLYCOL,11
391,POLYVINYL ALCOHOL,33
391,IRON OXIDE,9
391,"SILICON DIOXIDE, ANHYDROUS",13
391,SILICIFIED MICROCRYSTALLINE CELLULOSE,93
391,TALC,12
391,CROSPOVIDONE,35
392,HYDROCHLORIC ACID,60
393,MANNITOL,2
393,MICROCRYSTALLINE CELLULOSE,10
393,MAGNESIUM STEARATE,5
393,CROSCARMELLOSE SODIUM,19
393,TALC,12
394,HYDROCHLORIC ACID,60
395,TITANIUM DIOXIDE,1
395,MICROCRYSTALLINE CELLULOSE,10
395,POLYETHYLENE GLYCOL,11
395,CASTOR OIL,153
395,ETHYLCELLULOSE,44
395,CROSPOVIDONE,35
396,MAGNESIUM STEARATE,5
396,LACTOSE MONOHYDRATE,3
397,TITANIUM DIOXIDE,1
397,MICROCRYSTALLINE CELLULOSE,10
397,HYPROMELLOSE,4
397,MAGNESIUM STEARATE,5
397,POLYETHYLENE GLYCOL,11
397,POVIDONE,18
397,SODIUM STARCH GLYCOLATE,7
397,"SILICON DIOXIDE, ANHYDROUS",13
397,TALC,12
398,SODIUM HYDROXIDE,56
398,BENZOIC ACID,192
398,WATER,22
398,FLAVOUR,81
398,SODIUM SACCHARIN,133
398,CITRIC ACID,87
399,BUTYLHYDROXYTOLUENE,38
399,HYDROXYPROPYLCELLULOSE,6
399,ETHANOL,95
399,POLYETHYLENE GLYCOL,11
400,SODIUM HYDROXIDE,56
400,MAGNESIUM STEARATE,5
400,SORBITOL,121
400,POVIDONE,18
400,MEGLUMINE,72
401,MANNITOL,2
401,MICROCRYSTALLINE CELLULOSE,10
401,MAGNESIUM STEARATE,5
401,POVIDONE,18
401,"SILICON DIOXIDE, ANHYDROUS",13
401,MAIZE STARCH,15
402,SODIUM HYDROXIDE,56
402,MAGNESIUM STEARATE,5
402,SORBITOL,121
402,POVIDONE,18
402,MEGLUMINE,72
403,SODIUM CHLORIDE,46
403,HYDROCHLORIC ACID,60
403,SODIUM HYDROXIDE,56
403,WATER,22
404,TITANIUM DIOXIDE,1
404,GELATIN,21
404,MICROCRYSTALLINE CELLULOSE,10
404,LACTOSE MONOHYDRATE,3
404,SHELLAC,23
404,AMMONIA,26
404,POVIDONE,18
404,IRON OXIDE,9
404,PROPYLENE GLYCOL,27
404,INDIGO CARMINE,14
404,CROSCARMELLOSE SODIUM,19
405,SODIUM CITRATE,64
405,MANNITOL,2
405,WATER,22
406,TITANIUM DIOXIDE,1
406,MICROCRYSTALLINE CELLULOSE,10
406,MAGNESIUM STEARATE,5
406,POLYETHYLENE GLYCOL,11
406,POLYVINYL ALCOHOL,33
406,TALC,12
406,IRON OXIDE,9
406,"SILICON DIOXIDE, ANHYDROUS",13
406,CROSCARMELLOSE SODIUM,19
407,MANNITOL,2
407,HYPROMELLOSE,4
407,MAGNESIUM STEARATE,5
407,CROSCARMELLOSE SODIUM,19
407,IRON OXIDE,9
407,TALC,12
408,TITANIUM DIOXIDE,1
408,GELATIN,21
408,MICROCRYSTALLINE CELLULOSE,10
408,SHELLAC,23
408,WATER,22
408,LACTOSE,78
408,MAGNESIUM STEARATE,5
408,PRINTING INK,25
408,SODIUM STARCH GLYCOLATE,7
408,IRON OXIDE,9
408,PROPYLENE GLYCOL,27
408,"SILICON DIOXIDE, ANHYDROUS",13
408,SODIUM LAURIL SULFATE,28
408,POTASSIUM HYDROXIDE,29
409,PROPYL PARAHYDROXYBENZOATE,113
409,STEARATE EMULSIFIERS,230
409,SIMETHICONE,141
409,SORBIC ACID,188
409,METHYLPARAHYDROXYBENZOATE,142
409,SUCROSE,17
409,FLAVOUR,81
409,"SILICON DIOXIDE, ANHYDROUS",13
409,CARMELLOSE SODIUM,134
410,TITANIUM DIOXIDE,1
410,MICROCRYSTALLINE CELLULOSE,10
410,CARMELLOSE SODIUM,134
410,HYPROMELLOSE,4
410,MAGNESIUM STEARATE,5
410,LACTOSE,78
410,POLYETHYLENE GLYCOL,11
410,POLYVINYL ALCOHOL,33
410,IRON OXIDE,9
410,"SILICON DIOXIDE, ANHYDROUS",13
410,TALC,12
410,CROSPOVIDONE,35
411,HYDROCHLORIC ACID,60
411,WATER,22
412,TITANIUM DIOXIDE,1
412,MICROCRYSTALLINE CELLULOSE,10
412,MAGNESIUM STEARATE,5
412,LOW SUBSTITUTED HYDROXYPROPYL CELLULOSE,88
412,POLYETHYLENE GLYCOL,11
412,POLYVINYL ALCOHOL,33
412,HYDROXYPROPYLCELLULOSE,6
412,"SILICON DIOXIDE, ANHYDROUS",13
412,INDIGO CARMINE,14
412,TALC,12
412,CROSPOVIDONE,35
413,SODIUM CHLORIDE,46
413,MALTOL,231
413,WATER,22
413,SODIUM METHYL PARAHYDROXYBENZOATE (E219),211
413,ASPARTAME,54
413,POLYETHYLENE GLYCOL,11
413,SORBITOL,121
413,FLAVOUR,81
413,ACESULFAME POTASSIUM,155
413,GLYCEROL,20
413,CITRIC ACID,87
413,CARMELLOSE SODIUM,134
414,SODIUM CHLORIDE,46
414,HYDROCHLORIC ACID,60
414,WATER,22
415,BUTYLHYDROXYTOLUENE,38
415,LACTOSE MONOHYDRATE,3
415,EGG PHOSPHATIDYLGLYCEROL,232
415,DIMYRISTOYL PHOSPHATIDYLCHOLINE,233
415,ASCORBYL PALMITATE,209
416,TITANIUM DIOXIDE,1
416,GELATIN,21
416,MICROCRYSTALLINE CELLULOSE,10
416,LACTOSE MONOHYDRATE,3
416,SHELLAC,23
416,MAGNESIUM STEARATE,5
416,AMMONIUM HYDROXIDE,80
416,PROPYLENE GLYCOL,27
416,INDIGO CARMINE,14
416,CROSCARMELLOSE SODIUM,19
417,WATER,22
417,PROPYLENE GLYCOL,27
417,SUCROSE,17
417,SORBITOL,121
417,FLAVOUR,81
417,SODIUM BENZOATE,162
417,SODIUM CITRATE,64
417,GLYCEROL,20
417,CITRIC ACID,87
418,TITANIUM DIOXIDE,1
418,MICROCRYSTALLINE CELLULOSE,10
418,LACTOSE MONOHYDRATE,3
418,HYPROMELLOSE,4
418,MAGNESIUM STEARATE,5
418,HYDROXYPROPYLCELLULOSE,6
418,GLYCEROL TRIACETATE,8
418,IRON OXIDE,9
418,CROSPOVIDONE,35
419,MANNITOL,2
419,MICROCRYSTALLINE CELLULOSE,10
419,ASPARTAME,54
419,MAGNESIUM STEARATE,5
419,CROSPOVIDONE,35
420,TITANIUM DIOXIDE,1
420,MICROCRYSTALLINE CELLULOSE,10
420,LACTOSE MONOHYDRATE,3
420,HYPROMELLOSE,4
420,MAGNESIUM STEARATE,5
420,BRILLIANT BLUE,51
420,GLYCEROL TRIACETATE,8
420,CROSPOVIDONE,35
421,BENZYL ALCOHOL,152
421,WATER,22
421,HYDROXYETHYLCELLULOSE,224
421,SODIUM CITRATE,64
421,ISOPROPYL ALCOHOL,120
421,CITRIC ACID,87
422,TITANIUM DIOXIDE,1
422,GELATIN,21
422,SHELLAC,23
422,MAGNESIUM STEARATE,5
422,PRINTING INK,25
422,AMMONIA,26
422,IRON OXIDE,9
422,PROPYLENE GLYCOL,27
422,SILICIFIED MICROCRYSTALLINE CELLULOSE,93
422,POTASSIUM HYDROXIDE,29
423,TITANIUM DIOXIDE,1
423,GELATIN,21
423,LACTOSE MONOHYDRATE,3
423,TARTRAZINE,234
423,SHELLAC,23
423,BRILLIANT BLUE,51
423,MAGNESIUM STEARATE,5
423,ERYTHROSINE,24
423,PRINTING INK,25
423,SODIUM HYDROXIDE,56
423,POVIDONE,18
423,IRON OXIDE,9
423,PROPYLENE GLYCOL,27
423,POTASSIUM HYDROXIDE,29
424,TITANIUM DIOXIDE,1
424,MICROCRYSTALLINE CELLULOSE,10
424,LACTOSE MONOHYDRATE,3
424,MAGNESIUM STEARATE,5
424,POLYETHYLENE GLYCOL,11
424,POVIDONE,18
424,POLYVINYL ALCOHOL,33
424,TALC,12
424,IRON OXIDE,9
424,"SILICON DIOXIDE, HYDRATED",139
424,CROSPOVIDONE,35
425,MANNITOL,2
425,MICROCRYSTALLINE CELLULOSE,10
425,ASPARTAME,54
425,MAGNESIUM STEARATE,5
425,CROSPOVIDONE,35
426,TITANIUM DIOXIDE,1
426,SODIUM CHLORIDE,46
426,BUTYLHYDROXYTOLUENE,38
426,CELLULOSE ACETATE,223
426,HYPROMELLOSE,4
426,STEARIC ACID,85
426,PRINTING INK,25
426,POLYETHYLENE GLYCOL,11
426,POVIDONE,18
426,HYDROXYETHYLCELLULOSE,224
426,POLYETHYLENE OXIDE,235
426,IRON OXIDE,9
426,PROPYLENE GLYCOL,27
426,CARNAUBA WAX,99
427,MALTODEXTRIN,83
427,ASPARTAME,54
427,MANNITOL,2
428,MALTODEXTRIN,83
428,ASPARTAME,54
428,MANNITOL,2
429,TITANIUM DIOXIDE,1
429,MANNITOL,2
429,HYPROMELLOSE,4
429,MAGNESIUM STEARATE,5
429,LOW SUBSTITUTED HYDROXYPROPYL CELLULOSE,88
429,POLYETHYLENE GLYCOL,11
429,HYDROXYPROPYLCELLULOSE,6
429,IRON OXIDE,9
429,TALC,12
430,TITANIUM DIOXIDE,1
430,MICROCRYSTALLINE CELLULOSE,10
430,MAGNESIUM STEARATE,5
430,LOW SUBSTITUTED HYDROXYPROPYL CELLULOSE,88
430,POLYETHYLENE GLYCOL,11
430,POLYVINYL ALCOHOL,33
430,HYDROXYPROPYLCELLULOSE,6
430,"SILICON DIOXIDE, ANHYDROUS",13
430,INDIGO CARMINE,14
430,TALC,12
430,CROSPOVIDONE,35
431,SODIUM CHLORIDE,46
431,MALTOL,231
431,WATER,22
