product_id,excipient,excipient_id
0,TITANIUM DIOXIDE,1
0,MANNITOL,2
0,LACTOSE MONOHYDRATE,3
0,HYPROMELLOSE,4
0,MAGNESIUM STEARATE,5
0,HYDROXYPROPYLCELLULOSE,6
0,SODIUM STARCH GLYCOLATE,7
0,GLYCEROL TRIACETATE,8
0,IRON OXIDE,9
1,TITANIUM DIOXIDE,1
1,MICROCRYSTALLINE CELLULOSE,10
1,LACTOSE MONOHYDRATE,3
1,HYPROMELLOSE,4
1,MAGNESIUM STEARATE,5
1,POLYETHYLENE GLYCOL,11
1,TALC,12
1,HYDROXYPROPYLCELLULOSE,6
1,SODIUM STARCH GLYCOLATE,7
1,"SILICON DIOXIDE, ANHYDROUS",13
1,INDIGO CARMINE,14
1,MAIZE STARCH,15
2,TITANIUM DIOXIDE,1
2,MANNITOL,2
2,POLYSORBATE,16
2,HYPROMELLOSE,4
2,MAGNESIUM STEARATE,5
2,SUCROSE,17
2,POVIDONE,18
2,CROSCARMELLOSE SODIUM,19
2,IRON OXIDE,9
2,GLYCEROL,20
2,MAIZE STARCH,15
3,MAIZE STARCH,15
3,TITANIUM DIOXIDE,1
3,GELATIN,21
3,WATER,22
3,SHELLAC,23
3,ERYTHROSINE,24
3,PRINTING INK,25
3,AMMONIA,26
3,HYDROXYPROPYLCELLULOSE,6
3,IRON OXIDE,9
3,PROPYLENE GLYCOL,27
3,SODIUM LAURIL SULFATE,28
3,TALC,12
3,POTASSIUM HYDROXIDE,29
4,MANNITOL,2
4,POLYSORBATE,16
4,POLYETHYLENE GLYCOL,11
4,WATER,22
5,TITANIUM DIOXIDE,1
5,MICROCRYSTALLINE CELLULOSE,10
5,LACTOSE MONOHYDRATE,3
5,HYPROMELLOSE,4
5,MAGNESIUM STEARATE,5
5,POLYETHYLENE GLYCOL,11
5,SODIUM STARCH GLYCOLATE,7
6,LACTOSE MONOHYDRATE,3
7,LACTOSE MONOHYDRATE,3
8,XYLITOL,30
8,GLYCEROL DIBEHENATE,31
8,TITANIUM DIOXIDE,1
8,MICROCRYSTALLINE CELLULOSE,10
8,LACTOSE MONOHYDRATE,3
8,LECITHIN,32
8,HYPROMELLOSE,4
8,POLYETHYLENE GLYCOL,11
8,POLYVINYL ALCOHOL,33
8,INDIGO CARMINE,14
8,TALC,12
9,TITANIUM DIOXIDE,1
9,MICROCRYSTALLINE CELLULOSE,10
9,HYPROMELLOSE,4
9,MAGNESIUM STEARATE,5
9,POLYETHYLENE GLYCOL,11
9,POVIDONE,18
9,POLOXAMER,34
9,"SILICON DIOXIDE, ANHYDROUS",13
9,INDIGO CARMINE,14
9,TALC,12
9,CROSPOVIDONE,35
10,MICROCRYSTALLINE CELLULOSE,10
10,MAGNESIUM STEARATE,5
10,POVIDONE,18
10,POLOXAMER,34
10,"SILICON DIOXIDE, ANHYDROUS",13
10,CROSPOVIDONE,35
11,ALPHA-TOCOPHEROL,36
11,PROPYLENE CARBONATE,37
11,BUTYLHYDROXYTOLUENE,38
11,LIQUID PARAFFIN,39
11,PARAFFIN,40
11,WHITE WAX,41
11,PETROLATUM,42
12,TITANIUM DIOXIDE,1
12,GELATIN,21
12,PONCEAU 4R,43
12,LACTOSE MONOHYDRATE,3
12,SHELLAC,23
12,HYPROMELLOSE,4
12,MAGNESIUM STEARATE,5
12,PRINTING INK,25
12,IRON OXIDE,9
12,PROPYLENE GLYCOL,27
12,ETHYLCELLULOSE,44
12,POTASSIUM HYDROXIDE,29
13,PREGELATINISED STARCH,45
13,TITANIUM DIOXIDE,1
13,GELATIN,21
13,SHELLAC,23
13,PRINTING INK,25
13,IRON OXIDE,9
13,PROPYLENE GLYCOL,27
13,SODIUM LAURIL SULFATE,28
13,TALC,12
13,POTASSIUM HYDROXIDE,29
14,SODIUM CHLORIDE,46
14,SODIUM ACETATE TRIHYDRATE,47
14,ACETIC ACID,48
14,WATER,22
15,SODIUM CHLORIDE,46
15,SODIUM ACETATE TRIHYDRATE,47
15,ACETIC ACID,48
15,WATER,22
16,LACTOSE MONOHYDRATE,3
17,PREGELATINISED STARCH,45
17,TITANIUM DIOXIDE,1
17,MICROCRYSTALLINE CELLULOSE,10
17,LACTOSE MONOHYDRATE,3
17,HYPROMELLOSE,4
17,MAGNESIUM STEARATE,5
17,GLYCEROL TRIACETATE,8
17,CROSCARMELLOSE SODIUM,19
18,HYDROXYPROPYLCELLULOSE,6
18,"SILICON DIOXIDE, ANHYDROUS",13
18,ETHYLCELLULOSE,44
18,MANNITOL,2
19,MAGNESIUM CHLORIDE HEXAHYDRATE,49
19,WATER,22
20,TITANIUM DIOXIDE,1
20,METHACRYLIC ACID AND ETHYL ACRYLATE CO-POLYMERS,50
20,GELATIN,21
20,MICROCRYSTALLINE CELLULOSE,10
20,POTASSIUM HYDROXIDE,29
20,SHELLAC,23
20,BRILLIANT BLUE,51
20,MAGNESIUM STEARATE,5
20,TALC,12
20,METHACRYLIC ACID AND METHYL METHACRYLATE CO-POLYMERS,52
20,IRON OXIDE,9
20,PROPYLENE GLYCOL,27
20,"SILICON DIOXIDE, ANHYDROUS",13
20,CROSCARMELLOSE SODIUM,19
20,TRIETHYL CITRATE,53
21,MANNITOL,2
21,MICROCRYSTALLINE CELLULOSE,10
21,ASPARTAME,54
21,MAGNESIUM STEARATE,5
21,CROSPOVIDONE,35
22,MANNITOL,2
22,MICROCRYSTALLINE CELLULOSE,10
22,ASPARTAME,54
22,MAGNESIUM STEARATE,5
22,CROSPOVIDONE,35
23,MANNITOL,2
23,SODIUM CHLORIDE,46
23,CARBOMER,55
23,SODIUM HYDROXIDE,56
23,WATER,22
23,TYLOXAPOL,57
23,BORIC ACID,58
23,BENZALKONIUM CHLORIDE,59
23,HYDROCHLORIC ACID,60
23,PROPYLENE GLYCOL,27
24,XYLITOL,30
24,METHACRYLIC ACID AND ETHYL ACRYLATE CO-POLYMERS,50
24,TITANIUM DIOXIDE,1
24,MICROCRYSTALLINE CELLULOSE,10
24,POLYVINYL ALCOHOL PART. HYDROLISED,61
24,PROPYL GALLATE,62
24,SODIUM STEARYL FUMARATE,63
24,POLYETHYLENE GLYCOL,11
24,TALC,12
24,HYDROXYPROPYLCELLULOSE,6
24,IRON OXIDE,9
24,"SILICON DIOXIDE, ANHYDROUS",13
24,CROSCARMELLOSE SODIUM,19
24,TRIETHYL CITRATE,53
25,TITANIUM DIOXIDE,1
25,MANNITOL,2
25,MICROCRYSTALLINE CELLULOSE,10
25,LACTOSE MONOHYDRATE,3
25,HYPROMELLOSE,4
25,MAGNESIUM STEARATE,5
25,POLYETHYLENE GLYCOL,11
25,GLYCEROL TRIACETATE,8
25,IRON OXIDE,9
25,"SILICON DIOXIDE, ANHYDROUS",13
25,CROSPOVIDONE,35
26,SODIUM CITRATE,64
26,HYDROCHLORIC ACID,60
26,SODIUM HYDROXIDE,56
26,WATER,22
27,"SILICON DIOXIDE, ANHYDROUS",13
27,MAGNESIUM STEARATE,5
27,MICROCRYSTALLINE CELLULOSE,10
28,CALCIUM STEARATE,65
28,"SILICON DIOXIDE, ANHYDROUS",13
29,TITANIUM DIOXIDE,1
29,MICROCRYSTALLINE CELLULOSE,10
29,LACTOSE MONOHYDRATE,3
29,HYPROMELLOSE,4
29,MAGNESIUM STEARATE,5
29,POLYETHYLENE GLYCOL,11
29,GLYCEROL TRIACETATE,8
29,"SILICON DIOXIDE, ANHYDROUS",13
30,TROLAMINE,66
30,DISTEAROYLPHOSPHATIDYLCHOLINE,67
30,DISTEAROYLPHOSPHATIDYLGLYCEROL,68
30,CHOLESTEROL,69
30,SUCROSE,17
30,COPPER GLUCONATE,70
31,MICROCRYSTALLINE CELLULOSE,10
31,HYPROMELLOSE,4
31,MAGNESIUM STEARATE,5
31,POLYETHYLENE GLYCOL,11
31,IRON OXIDE,9
31,"SILICON DIOXIDE, ANHYDROUS",13
31,TALC,12
31,CROSPOVIDONE,35
32,MICROCRYSTALLINE CELLULOSE,10
32,MAGNESIUM STEARATE,5
32,POVIDONE,18
32,CALCIUM HYDROGEN PHOSPHATE,71
32,POLOXAMER,34
32,IRON OXIDE,9
32,GLYCEROL,20
32,MEGLUMINE,72
32,CROSCARMELLOSE SODIUM,19
33,MICROCRYSTALLINE CELLULOSE,10
33,MAGNESIUM STEARATE,5
33,POVIDONE,18
33,CALCIUM HYDROGEN PHOSPHATE,71
33,POLOXAMER,34
33,IRON OXIDE,9
33,GLYCEROL,20
33,MEGLUMINE,72
33,CROSCARMELLOSE SODIUM,19
34,PREGELATINISED STARCH,45
34,TITANIUM DIOXIDE,1
34,POLYSORBATE,16
34,MICROCRYSTALLINE CELLULOSE,10
34,LACTOSE MONOHYDRATE,3
34,HYPROMELLOSE,4
34,MAGNESIUM STEARATE,5
34,POLYETHYLENE GLYCOL,11
34,POVIDONE,18
34,SUNSET YELLOW,73
34,GLYCEROL TRIACETATE,8
34,IRON OXIDE,9
34,INDIGO CARMINE,14
34,CROSCARMELLOSE SODIUM,19
35,SODIUM CHLORIDE,46
35,SUCROSE OCTASULPHATE,74
35,DSPE-MPEG2000,75
35,WATER,22
35,CHOLESTEROL,69
35,HEPES BUFFER,76
35,12-DISTEAROYL-SN-GLYCERO-3-PHOSPHOCHOLINE,77
36,TITANIUM DIOXIDE,1
36,LACTOSE,78
36,MAGNESIUM STEARATE,5
36,POLYETHYLENE GLYCOL,11
36,POLYVINYL ALCOHOL,33
36,TALC,12
36,HYDROXYPROPYLCELLULOSE,6
36,"SILICON DIOXIDE, ANHYDROUS",13
36,CROSCARMELLOSE SODIUM,19
37,TITANIUM DIOXIDE,1
37,LACTOSE MONOHYDRATE,3
37,SHELLAC,23
37,HYPROMELLOSE,4
37,MAGNESIUM STEARATE,5
37,BRILLIANT BLUE,51
37,PRINTING INK,25
37,SUNSET YELLOW,73
37,ALLURA RED,79
37,AMMONIUM HYDROXIDE,80
37,IRON OXIDE,9
37,PROPYLENE GLYCOL,27
37,"SILICON DIOXIDE, ANHYDROUS",13
37,SODIUM LAURIL SULFATE,28
37,CROSPOVIDONE,35
38,"SILICON DIOXIDE, ANHYDROUS",13
38,FLAVOUR,81
38,MAGNESIUM STEARATE,5
38,NEOHESPERIDIN-DIHYDROCHALCONE,82
39,MALTODEXTRIN,83
39,MICROCRYSTALLINE CELLULOSE,10
39,XANTHAN GUM,84
39,MAGNESIUM STEARATE,5
39,"SILICON DIOXIDE, ANHYDROUS",13
40,MICROCRYSTALLINE CELLULOSE,10
40,HYPROMELLOSE,4
40,MAGNESIUM STEARATE,5
40,STEARIC ACID,85
40,POVIDONE,18
40,DISODIUM EDETATE,86
40,"SILICON DIOXIDE, ANHYDROUS",13
40,CITRIC ACID,87
40,INDIGO CARMINE,14
40,MAIZE STARCH,15
41,TITANIUM DIOXIDE,1
41,MICROCRYSTALLINE CELLULOSE,10
41,POLYVINYL ALCOHOL PART. HYDROLISED,61
41,LECITHIN,32
41,XANTHAN GUM,84
41,MAGNESIUM STEARATE,5
41,LOW SUBSTITUTED HYDROXYPROPYL CELLULOSE,88
41,IRON OXIDE,9
41,"SILICON DIOXIDE, ANHYDROUS",13
41,TALC,12
41,CROSPOVIDONE,35
42,MANNITOL,2
42,GELATIN,21
43,MANNITOL,2
44,MANNITOL,2
44,SUCRALOSE,89
44,DOCUSATE SODIUM,90
44,MAGNESIUM STEARATE,5
44,POLYETHYLENE GLYCOL,11
44,POVIDONE,18
44,DISODIUM HYDROGEN CITRATE,91
44,SODIUM HYDROGEN CARBONATE,92
44,SODIUM CITRATE,64
45,TITANIUM DIOXIDE,1
45,LACTOSE MONOHYDRATE,3
45,HYPROMELLOSE,4
45,MAGNESIUM STEARATE,5
45,POLYETHYLENE GLYCOL,11
45,POLYVINYL ALCOHOL,33
45,TALC,12
45,IRON OXIDE,9
45,"SILICON DIOXIDE, ANHYDROUS",13
45,SILICIFIED MICROCRYSTALLINE CELLULOSE,93
45,SODIUM LAURIL SULFATE,28
45,CROSCARMELLOSE SODIUM,19
46,TITANIUM DIOXIDE,1
46,MICROCRYSTALLINE CELLULOSE,10
46,LACTOSE MONOHYDRATE,3
46,HYPROMELLOSE,4
46,MAGNESIUM STEARATE,5
46,POLYETHYLENE GLYCOL,11
46,SODIUM STARCH GLYCOLATE,7
46,GLYCEROL TRIACETATE,8
46,IRON OXIDE,9
47,PHOSPHORIC ACID,94
47,WATER,22
47,ETHANOL,95
47,ACETIC ACID,48
47,SODIUM ACETATE TRIHYDRATE,47
48,TITANIUM DIOXIDE,1
48,MANNITOL,2
48,MICROCRYSTALLINE CELLULOSE,10
48,LACTOSE MONOHYDRATE,3
48,SHELLAC,23
48,HYPROMELLOSE,4
48,PRINTING INK,25
48,SODIUM STEARYL FUMARATE,63
48,AMMONIUM HYDROXIDE,80
48,GLYCEROL TRIACETATE,8
48,IRON OXIDE,9
48,INDIGO CARMINE,14
48,CROSCARMELLOSE SODIUM,19
49,TITANIUM DIOXIDE,1
49,GELATIN,21
49,MICROCRYSTALLINE CELLULOSE,10
49,SHELLAC,23
49,MAGNESIUM STEARATE,5
49,PRINTING INK,25
49,CALCIUM HYDROGEN PHOSPHATE,71
49,SODIUM STARCH GLYCOLATE,7
49,IRON OXIDE,9
49,PROPYLENE GLYCOL,27
49,"SILICON DIOXIDE, ANHYDROUS",13
49,POTASSIUM HYDROXIDE,29
50,TITANIUM DIOXIDE,1
50,MICROCRYSTALLINE CELLULOSE,10
50,LACTOSE MONOHYDRATE,3
50,MAGNESIUM STEARATE,5
50,POLYETHYLENE GLYCOL,11
50,POLYVINYL ALCOHOL,33
50,SODIUM STARCH GLYCOLATE,7
50,"SILICON DIOXIDE, ANHYDROUS",13
50,TALC,12
51,SODIUM HYDROGEN CARBONATE,92
52,MICROCRYSTALLINE CELLULOSE,10
52,HYPROMELLOSE,4
52,MAGNESIUM STEARATE,5
52,"SILICON DIOXIDE, ANHYDROUS",13
52,SILICIFIED MICROCRYSTALLINE CELLULOSE,93
52,CROSCARMELLOSE SODIUM,19
53,TITANIUM DIOXIDE,1
53,MICROCRYSTALLINE CELLULOSE,10
53,LACTOSE MONOHYDRATE,3
53,MAGNESIUM STEARATE,5
53,POLYETHYLENE GLYCOL,11
53,POLYVINYL ALCOHOL,33
53,TALC,12
53,HYDROXYPROPYLCELLULOSE,6
53,IRON OXIDE,9
53,"SILICON DIOXIDE, ANHYDROUS",13
53,SODIUM LAURIL SULFATE,28
53,INDIGO CARMINE,14
53,CROSCARMELLOSE SODIUM,19
54,TITANIUM DIOXIDE,1
54,MICROCRYSTALLINE CELLULOSE,10
54,LACTOSE MONOHYDRATE,3
54,HYPROMELLOSE,4
54,MAGNESIUM STEARATE,5
54,POVIDONE,18
54,CALCIUM HYDROGEN PHOSPHATE,71
54,SODIUM STARCH GLYCOLATE,7
54,GLYCEROL TRIACETATE,8
54,IRON OXIDE,9
54,ETHYLCELLULOSE,44
54,SODIUM LAURIL SULFATE,28
54,TALC,12
55,TITANIUM DIOXIDE,1
55,MICROCRYSTALLINE CELLULOSE,10
55,HYPROMELLOSE,4
55,MAGNESIUM STEARATE,5
55,POLYETHYLENE GLYCOL,11
55,IRON OXIDE,9
55,SODIUM LAURIL SULFATE,28
55,CROSCARMELLOSE SODIUM,19
56,MAGNESIUM STEARATE,5
56,LACTOSE MONOHYDRATE,3
57,WATER,22
58,TITANIUM DIOXIDE,1
58,POLYSORBATE,16
58,MICROCRYSTALLINE CELLULOSE,10
58,HYPROMELLOSE,4
58,STEARIC ACID,85
58,OPADRY,96
58,POLYETHYLENE GLYCOL,11
58,POVIDONE,18
58,"SILICON DIOXIDE, ANHYDROUS",13
58,CROSPOVIDONE,35
59,MAGNESIUM STEARATE,5
59,LACTOSE MONOHYDRATE,3
60,TITANIUM DIOXIDE,1
60,MICROCRYSTALLINE CELLULOSE,10
60,HYPROMELLOSE,4
60,MAGNESIUM STEARATE,5
60,POLYETHYLENE GLYCOL,11
60,CALCIUM HYDROGEN PHOSPHATE,71
60,"SILICON DIOXIDE, ANHYDROUS",13
60,CROSCARMELLOSE SODIUM,19
61,MAGNESIUM STEARATE,5
61,LACTOSE MONOHYDRATE,3
62,MAGNESIUM STEARATE,5
62,LACTOSE MONOHYDRATE,3
63,SODIUM HYDROGEN CARBONATE,92
63,SODIUM HYDROXIDE,56
64,TITANIUM DIOXIDE,1
64,MANNITOL,2
64,COPOVIDONE,97
64,MICROCRYSTALLINE CELLULOSE,10
64,SODIUM CHLORIDE,46
64,LACTOSE MONOHYDRATE,3
64,HYPROMELLOSE,4
64,MAGNESIUM STEARATE,5
64,VITAMIN E POLYETHYLENE GLYCOL SUCCINATE,98
64,GLYCEROL TRIACETATE,8
64,IRON OXIDE,9
64,CARNAUBA WAX,99
64,"SILICON DIOXIDE, ANHYDROUS",13
64,SODIUM LAURIL SULFATE,28
64,CROSCARMELLOSE SODIUM,19
65,TITANIUM DIOXIDE,1
65,POLYSORBATE,16
65,MICROCRYSTALLINE CELLULOSE,10
65,HYPROMELLOSE,4
65,MAGNESIUM STEARATE,5
65,POLYETHYLENE GLYCOL,11
65,SODIUM STARCH GLYCOLATE,7
65,IRON OXIDE,9
66,TITANIUM DIOXIDE,1
66,MICROCRYSTALLINE CELLULOSE,10
66,LACTOSE MONOHYDRATE,3
66,HYPROMELLOSE,4
66,POLYETHYLENE GLYCOL,11
66,HYDROGENATED VEGETABLE OIL,100
66,HYDROXYPROPYLCELLULOSE,6
66,IRON OXIDE,9
66,SODIUM LAURIL SULFATE,28
66,INDIGO CARMINE,14
66,CROSPOVIDONE,35
67,MAGNESIUM STEARATE,5
67,LACTOSE MONOHYDRATE,3
68,SODIUM CHLORIDE,46
68,SODIUM ACETATE TRIHYDRATE,47
68,ACETIC ACID,48
68,WATER,22
69,PREGELATINISED STARCH,45
69,TITANIUM DIOXIDE,1
69,GLYCEROL DIBEHENATE,31
69,MICROCRYSTALLINE CELLULOSE,10
69,LACTOSE MONOHYDRATE,3
69,HYPROMELLOSE,4
69,POLYETHYLENE GLYCOL,11
69,POVIDONE,18
69,"SILICON DIOXIDE, ANHYDROUS",13
69,CROSPOVIDONE,35
70,TITANIUM DIOXIDE,1
70,MICROCRYSTALLINE CELLULOSE,10
70,LACTOSE MONOHYDRATE,3
70,HYPROMELLOSE,4
70,MAGNESIUM STEARATE,5
70,POLYETHYLENE GLYCOL,11
70,TALC,12
70,HYDROXYPROPYLCELLULOSE,6
70,SODIUM STARCH GLYCOLATE,7
70,"SILICON DIOXIDE, ANHYDROUS",13
70,INDIGO CARMINE,14
70,MAIZE STARCH,15
71,,0
72,SODIUM CHLORIDE,46
72,PHOSPHORIC ACID,94
72,WATER,22
72,CHOLESTEROL,69
72,DIERUCOYLPHOSPHATIDYLCHOLINE (DEPC),101
72,DIPALMITOYLPHOSPHATIDYLGLYCEROL (DPPG),102
72,GLYCEROL TRICAPRYLATE,103
73,TITANIUM DIOXIDE,1
73,MICROCRYSTALLINE CELLULOSE,10
73,HYPROMELLOSE,4
73,MAGNESIUM STEARATE,5
73,POLYETHYLENE GLYCOL,11
73,IRON OXIDE,9
73,"SILICON DIOXIDE, ANHYDROUS",13
73,TALC,12
73,CROSPOVIDONE,35
74,TITANIUM DIOXIDE,1
74,MICROCRYSTALLINE CELLULOSE,10
74,HYPROMELLOSE,4
74,MAGNESIUM STEARATE,5
74,POLYETHYLENE GLYCOL,11
74,IRON OXIDE,9
74,"SILICON DIOXIDE, ANHYDROUS",13
74,TALC,12
74,CROSPOVIDONE,35
75,TITANIUM DIOXIDE,1
75,MICROCRYSTALLINE CELLULOSE,10
75,HYPROMELLOSE,4
75,MAGNESIUM STEARATE,5
75,POLYETHYLENE GLYCOL,11
75,IRON OXIDE,9
75,"SILICON DIOXIDE, ANHYDROUS",13
75,TALC,12
75,CROSPOVIDONE,35
76,MANNITOL,2
76,SODIUM CARBONATE,104
76,MAGNESIUM STEARATE,5
76,SODIUM STARCH GLYCOLATE,7
76,SODIUM HYDROGEN CARBONATE,92
76,CITRIC ACID,87
77,SODIUM CHLORIDE,46
77,SODIUM HYDROXIDE,56
77,WATER,22
78,LOW-DENSITY PIGMENTED POLYETHYLENE OUTER LAYER,105
78,NON-WOVEN POLYESTER FABRIC,106
78,LAURYL LACTATE,107
78,POLYISOBUTYLENE/POLYBUTENE ADHESIVE,108
78,POLYESTER,109
78,POLYETHYLENE TEREPHTHALATE FILM,110
78,POLYDIMETHYLSILOXANE,111
78,CROSPOVIDONE,35
79,TITANIUM DIOXIDE,1
79,HYPROMELLOSE,4
79,MAGNESIUM STEARATE,5
79,POLYETHYLENE GLYCOL,11
79,HYDROXYPROPYLCELLULOSE,6
79,IRON OXIDE,9
79,TALC,12
80,TITANIUM DIOXIDE,1
80,GELATIN,21
80,SHELLAC,23
80,MAGNESIUM STEARATE,5
80,PRINTING INK,25
80,IRON OXIDE,9
80,PROPYLENE GLYCOL,27
80,"SILICON DIOXIDE, ANHYDROUS",13
81,TROMETHANIME,112
81,SODIUM CHLORIDE,46
81,SODIUM HYDROXIDE,56
81,WATER,22
81,HYDROCHLORIC ACID,60
82,PROPYL PARAHYDROXYBENZOATE,113
82,MANNITOL,2
82,PHENYLETHYL ALCOHOL,114
82,SODIUM HYDROXIDE,56
82,WATER,22
82,PECTIN,115
82,SUCROSE,17
82,HYDROCHLORIC ACID,60
83,HARD FAT,116
84,MANNITOL,2
84,HYDROCHLORIC ACID,60
84,TARTARIC ACID,117
84,SODIUM HYDROXIDE,56
85,TITANIUM DIOXIDE,1
85,GELATIN,21
85,GLYCEROL MONOSTEARATE,118
85,SHELLAC,23
85,PRINTING INK,25
85,ETHANOL,95
85,AMMONIA,26
85,HYDROGENATED VEGETABLE OIL,100
85,BUTANOL,119
85,IRON OXIDE,9
85,PROPYLENE GLYCOL,27
85,ISOPROPYL ALCOHOL,120
85,POTASSIUM HYDROXIDE,29
86,SODIUM HYDROXIDE,56
86,MAGNESIUM STEARATE,5
86,SORBITOL,121
86,POVIDONE,18
86,MEGLUMINE,72
87,GLYCINE HYDROCHLORIDE,122
87,SODIUM CHLORIDE,46
87,SODIUM HYDROXIDE,56
87,WATER,22
87,HYDROCHLORIC ACID,60
87,SODIUM CALCIUM EDETATE,123
88,GLYCINE HYDROCHLORIDE,122
88,SODIUM CHLORIDE,46
88,SODIUM HYDROXIDE,56
88,WATER,22
88,HYDROCHLORIC ACID,60
88,SODIUM CALCIUM EDETATE,123
89,TITANIUM DIOXIDE,1
89,POLYSORBATE,16
89,LACTOSE MONOHYDRATE,3
89,HYPROMELLOSE,4
89,MAGNESIUM STEARATE,5
89,POLYETHYLENE GLYCOL,11
89,POVIDONE,18
89,GLYCEROL TRIACETATE,8
89,SILICIFIED MICROCRYSTALLINE CELLULOSE,93
89,CROSCARMELLOSE SODIUM,19
90,TITANIUM DIOXIDE,1
90,HYDROGENATED CASTOR OIL,124
90,GLYCEROL DIBEHENATE,31
90,HYPROMELLOSE,4
90,MAGNESIUM STEARATE,5
90,POLYETHYLENE GLYCOL,11
90,CALCIUM HYDROGEN PHOSPHATE,71
90,IRON OXIDE,9
90,TALC,12
90,CROSPOVIDONE,35
91,TITANIUM DIOXIDE,1
91,MICROCRYSTALLINE CELLULOSE,10
91,LACTOSE,78
91,MAGNESIUM STEARATE,5
91,HYPROMELLOSE,4
91,TALC,12
91,IRON OXIDE,9
91,CROSCARMELLOSE SODIUM,19
92,SODIUM HYDROGEN CARBONATE,92
92,SODIUM HYDROXIDE,56
93,TITANIUM DIOXIDE,1
93,MICROCRYSTALLINE CELLULOSE,10
93,LACTOSE MONOHYDRATE,3
93,MAGNESIUM STEARATE,5
93,SUCROSE,17
93,HEAVY KAOLIN,125
93,CALCIUM CARBONATE,126
93,ACACIA,127
93,COPOVIDONE,97
93,TALC,12
94,TITANIUM DIOXIDE,1
94,MICROCRYSTALLINE CELLULOSE,10
94,LACTOSE MONOHYDRATE,3
94,HYPROMELLOSE,4
94,MAGNESIUM STEARATE,5
94,GLYCEROL TRIACETATE,8
94,IRON OXIDE,9
94,CROSCARMELLOSE SODIUM,19
95,SUCRALOSE,89
95,AMMONIUM GLYCYRRHIZATE,128
95,MAGNESIUM STEARATE,5
95,SORBITOL,121
95,IRON OXIDE,9
95,CROSPOVIDONE,35
95,OLEIC ACID,129
95,POLYETHYLENE GLYCOL,11
95,MEDIUM CHAIN TRIGLYCERIDES,130
95,HYDROXYPROPYLCELLULOSE,6
95,ETHYLCELLULOSE,44
95,SUCROSE,17
95,FLAVOUR,81
95,SODIUM CITRATE DIHYDRATE,131
95,FRUCTOSE,132
95,MANNITOL,2
95,HYPROMELLOSE,4
95,ASPARTAME,54
95,SODIUM STEARYL FUMARATE,63
95,AMMONIUM HYDROXIDE,80
95,SODIUM SACCHARIN,133
96,MANNITOL,2
96,MICROCRYSTALLINE CELLULOSE,10
96,CARMELLOSE SODIUM,134
96,SUCRALOSE,89
96,AMMONIUM GLYCYRRHIZATE,128
96,HYPROMELLOSE,4
96,MAGNESIUM STEARATE,5
96,OLEIC ACID,129
96,POLYETHYLENE GLYCOL,11
96,SORBITOL,121
96,MEDIUM CHAIN TRIGLYCERIDES,130
96,FLAVOUR,81
96,HYDROXYPROPYLCELLULOSE,6
96,AMMONIUM HYDROXIDE,80
96,FRUCTOSE,132
96,ETHYLCELLULOSE,44
96,CROSPOVIDONE,35
97,TITANIUM DIOXIDE,1
97,MICROCRYSTALLINE CELLULOSE,10
97,HYPROMELLOSE,4
97,MAGNESIUM STEARATE,5
97,POLYETHYLENE GLYCOL,11
97,POVIDONE,18
97,TALC,12
97,CROSCARMELLOSE SODIUM,19
98,POLY-LACTIDE-CO-GLYCOLIDE,135
99,HYDROXYPROPYLCELLULOSE,6
99,CARMELLOSE CALCIUM,136
99,LACTOSE MONOHYDRATE,3
99,MAGNESIUM STEARATE,5
100,HYDROXYPROPYLCELLULOSE,6
100,CARMELLOSE CALCIUM,136
100,LACTOSE MONOHYDRATE,3
100,MAGNESIUM STEARATE,5
101,BETADEX SULFOBUTYL ETHER SODIUM,137
101,SODIUM HYDROXIDE,56
101,HYDROCHLORIC ACID,60
101,MEGLUMINE,72
101,DISODIUM EDETATE,86
102,MICROCRYSTALLINE CELLULOSE,10
102,SODIUM DIHYDROGEN PHOSPHATE MONOHYDRATE,138
102,MAGNESIUM STEARATE,5
102,POVIDONE,18
102,SODIUM HYDROGEN CARBONATE,92
102,CITRIC ACID,87
102,CROSPOVIDONE,35
103,MANNITOL,2
103,SODIUM CHLORIDE,46
103,CARBOMER,55
103,SODIUM HYDROXIDE,56
103,WATER,22
103,TYLOXAPOL,57
103,BENZALKONIUM CHLORIDE,59
103,HYDROCHLORIC ACID,60
103,DISODIUM EDETATE,86
104,HYDROCHLORIC ACID,60
104,SODIUM HYDROXIDE,56
104,LACTOSE MONOHYDRATE,3
105,TITANIUM DIOXIDE,1
105,GELATIN,21
105,MICROCRYSTALLINE CELLULOSE,10
105,SODIUM HYDROXIDE,56
105,SHELLAC,23
105,LACTOSE,78
105,MAGNESIUM STEARATE,5
105,BRILLIANT BLUE,51
105,ERYTHROSINE,24
105,PRINTING INK,25
105,POVIDONE,18
105,SUNSET YELLOW,73
105,PROPYLENE GLYCOL,27
105,"SILICON DIOXIDE, ANHYDROUS",13
105,CROSCARMELLOSE SODIUM,19
106,PREGELATINISED STARCH,45
106,TITANIUM DIOXIDE,1
106,MANNITOL,2
106,GELATIN,21
106,MAGNESIUM STEARATE,5
106,SODIUM LAURIL SULFATE,28
107,PREGELATINISED STARCH,45
107,TITANIUM DIOXIDE,1
107,MICROCRYSTALLINE CELLULOSE,10
107,MAGNESIUM STEARATE,5
107,POLYETHYLENE GLYCOL,11
107,POLYVINYL ALCOHOL,33
107,TALC,12
107,IRON OXIDE,9
